title,heading,content,tokens
1970 FIFA World Cup qualification,AFC and OFC,"North Korea withdrew because they refused to play with Israel. There would be three rounds of play:

First Round: Israel, New Zealand and Rhodesia received byes and advanced to the Second Round directly. The remaining 3 teams, Australia, Japan and South Korea, played against each other twice in South Korea. The group winner would advance to the Second Round.
Second Round: The 4 teams were divided into 2 groups of 2 teams each. The teams played against each other twice. The group winners would advance to the Final Round.
Final Round: The 2 teams played against each other on a home-and-away basis. The winner would qualify.",127
1970 FIFA World Cup qualification,CAF,"FIFA rejected the entries of Guinea and Zaire. There would be three rounds of play:

First Round: Ghana received a bye and advanced to the Second Round directly. The remaining 10 teams were paired up to play knockout matches on a home-and-away basis. The winners (determined by aggregate score) would advance to the Second Round.
Second Round: The 6 teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the Final Round.
Final Round: The 3 teams played against each other on a home-and-away basis. The group winner would qualify.",114
1970 FIFA World Cup qualification,CONCACAF,"FIFA rejected the entry of Cuba. There would be three rounds of play:

First Round: The remaining 12 teams were divided into 4 groups of 3 teams each. The teams played against each other on a home-and-away basis. The group winners would advance to the Semifinal Round.
Semifinal Round: The 4 teams were paired up to play knockout matches on a home-and-away basis. The winners would advance to the Final Round.
Final Round: The 2 teams played against each other on a home-and-away basis. The winner would qualify.",103
1970 FIFA World Cup qualification,CONMEBOL,The 10 teams were divided into 3 groups; two groups with 3 teams and one group with 4 teams. The teams played against each other on a home-and-away basis. The group winners would qualify.,41
1970 FIFA World Cup qualification,UEFA,"(30 teams competing for 8 berths)
FIFA rejected the entry of Albania. The remaining 29 teams were divided into 8 groups of 3 or 4 teams each (three groups with 3 teams and five groups with 4 teams). The teams played against each other on a home-and-away basis. The group winners would qualify.",64
1950 FIFA World Cup qualification,Summary,"A total of 34 teams entered the qualification rounds of the 1950 FIFA World Cup, competing for a total of 16 spots in the final tournament. Brazil, as the hosts, and Italy, as the defending champions, qualified automatically, leaving 14 spots open for competition.
The remaining 32 teams were divided into 10 groups, based on geographical considerations, as follows:

Groups 1 to 6 – Europe: 7 places, contested by 18 teams (including Israel and Syria).
Groups 7 to 9 – The Americas: 6 places, contested by 10 teams.
Group 10 – Asia: 1 place, contested by 4 teams.However, due to the withdrawals of India, Scotland and Turkey after qualifying, only 13 teams actually competed in the final tournament.
A total of 19 teams played at least one qualifying match. A total of 26 qualifying matches were played, and 121 goals were scored (an average of 4.65 per match).
Listed below are the dates and results of the qualification rounds.",194
1950 FIFA World Cup qualification,Groups,"The 10 groups had different rules, as follows:

Group 1 had 4 teams. The teams played against each other once. The group winner and runner-up would qualify.
Groups 2, 3 and 4 had 3 teams each. The strongest team of each group was seeded. There would be two rounds of play:
First Round: The seeded team received a bye and advanced to final round directly. The 2 unseeded teams played against each other on a home-and-away basis. The winner would advance to final round.
Final Round: The seeded team played against the winner of the First Round on a home-and-away basis. The winner would qualify.
Group 5 had 3 teams. The teams played against each other on a home-and-away basis. The group winner would qualify.
Group 6 had 2 teams. The teams played against each other on a home-and-away basis. The group winner would qualify.
Group 7 had 3 teams. The group winner and runner-up would qualify.
Group 8 had 4 teams. The group winner and runner-up would qualify.
Group 9 had 3 teams. The teams played against each other twice. The group winner and runner-up would qualify.
Group 10 had 4 teams. The group winner would qualify.",232
1950 FIFA World Cup qualification,Final round,"Austria withdrew, so Turkey qualified automatically. But Turkey later also withdrew, and FIFA offered the place to Portugal, the runner-up of Group 6, but they declined. FIFA decided not to allow anyone else to qualify, leaving the World Cup two teams short.",53
1950 FIFA World Cup qualification,Group 5,"Sweden qualified. Finland withdrew before the group was completed. Ireland (FAI) were subsequently invited to enter competition but declined the opportunity because of travelling costs.Sweden beat Finland 8–1 on 2 October 1949 in Malmö. However, FIFA's website does not include this match in the list of matches or in the group standings. RSSSF's website lists the match with the note ""Sweden played B-team"", and does not provide group standings.",85
1950 FIFA World Cup qualification,Group 10,"Burma, Indonesia and the Philippines all withdrew before the draw, so India qualified automatically. But India later also withdrew ""because of the expense of travelling such a long way to play,"" and the AIFF wanted to concentrate on the 1952 Olympics. Although according to some reports, it was caused by a FIFA ruling that players were not allowed to play barefoot. FIFA decided not to invite anyone else, leaving the World Cup three teams short.",89
Togo at the FIFA World Cup,South Korea vs Togo,Mohamed Kader got the opening goal of the match and Togo's first ever goal at the World Cup Final's in the 31st minute when he controlled a ball over the top and ran into the right of the penalty area before shooting low with his right foot to the left and in off the base of the post past Lee Woon-jae.,69
FIFA World Cup top goalscorers,Summary,"A total of over 2,700 goals have been scored in games at the 22 final tournaments of the FIFA World Cup, not counting penalties scored during shoot-outs. Since the first goal scored by French player Lucien Laurent at the 1930 FIFA World Cup, Almost 1,300  footballers have scored goals at the World Cup tournaments, of whom 101 have scored five or more.

The top goalscorer of the inaugural competition was Argentina's Guillermo Stábile with eight goals. Since then, only 25 players have scored more at all the games played at the World Cup than Stábile did throughout the 1930 tournament. The first was Hungary's Sándor Kocsis with eleven in 1954. At the next tournament, France's Just Fontaine improved on this record with 13 goals in only six games. Gerd Müller scored 10 for West Germany in 1970 and broke the overall record when he scored his 14th goal in a tournament match at a World Cup during West Germany's win in the 1974 final. His record stood for more than three decades until Ronaldo's 15 goals between 1998 and 2006 for Brazil. Germany's Miroslav Klose went on to score a record 16 goals across four consecutive tournaments between 2002 and 2014.
Of all the players who have played in the World Cup tournaments, only six have achieved an average of two goals or more per game played: Kocsis, Fontaine, Stábile, Russia's Oleg Salenko, Switzerland's Josef Hügi, and Poland's Ernst Wilimowski — the last of these scored four in his single World Cup game in 1938. The top 101 goalscorers have represented 30 nations, with 14 players scoring for Brazil, and another 14 for Germany or West Germany. In total, 67 footballers came from UEFA (Europe), 30 from CONMEBOL (South America), and only four from elsewhere: Cameroon, Ghana, Australia, and the United States.
Fontaine holds the record for the most goals scored in a single tournament, with 13 goals in 1958. The players that came closest were Kocsis in 1954, Müller in 1970 and Portugal's Eusébio in 1966, with 11, 10 and 9, respectively. The lowest scoring top scorer was in 1962, when six players tied at only four goals each. Across the 22 tournaments of the World Cup, 31 footballers have been credited with the most tournament goals, and no one has achieved this feat twice. Ten of them scored at least seven goals in a tournament, while Brazil's Jairzinho and Argentine's Lionel Messi were the only footballers to score at least seven goals without being the top goalscorer of the tournament in 1970 and 2022, respectively. These 31 top goalscorers played for 20 nations, the most (five) for Brazil. Another five came from other South American countries, with the remaining 21 coming from Europe.
In 2006, Ronaldo was the first to score 8 goals in knockout matches (excluding 3rd place playoff) at the World Cup in his 3 tournaments for Brazil, tied in 2022 by Kylian Mbappé. Mbappé became the first player to score 4 goals in World Cup finals with his hat-trick in 2022.",586
2018 FIFA World Cup qualification,Summary,"The 2018 FIFA World Cup qualification process was a series of tournaments organised by the six FIFA confederations to decide 31 of the 32 teams which would play in the 2018 FIFA World Cup, with Russia qualifying automatically as hosts. All 210 remaining FIFA member associations were eligible to enter the qualifying process, and for the first time in World Cup history, all eligible national teams registered for the preliminary competition, but Zimbabwe and Indonesia were disqualified before playing their first matches. Bhutan, South Sudan, Gibraltar and Kosovo made their FIFA World Cup qualification debuts, while Myanmar participated after successfully appealing against a ban from the competition, although the team was obliged to play its home matches outside the country.While the main qualifying draw took place at the Konstantinovsky Palace in Strelna, Saint Petersburg, on 25 July 2015, qualification matches were played before that. The first, between Timor-Leste and Mongolia, began in Dili on 12 March 2015 as part of the AFC's qualification, with East Timorese player Chiquito do Carmo scoring the first goal in qualification. Matches were also played in CONCACAF prior to the main draw.",211
2018 FIFA World Cup qualification,Qualification process,"The number of teams participating in the final tournament was 32. Even though the qualification process began in March 2015, the allocation of slots for each confederation was discussed by the FIFA Executive Committee on 30 May 2015 in Zürich after the FIFA Congress. It was decided that the same allocation as 2014 would be kept for the 2018 and 2022 tournaments.",69
2018 FIFA World Cup qualification,Proposal for expansion,"In October 2013, UEFA President Michel Platini proposed that the World Cup finals should be expanded from 32 to 40 teams starting from 2018. The format would have been the same, but in groups of five instead of four. This was in response to FIFA President Sepp Blatter's comments that Africa and Asia deserved more spots in the World Cup finals at the expense of European and South American teams. However, FIFA general secretary Jérôme Valcke said that expansion in 2018 would be ""unlikely"", while Russian sports minister Vitaly Mutko said that the country was ""preparing on the basis that 32 teams will be taking part."" Expansion was ultimately delayed until 10 January 2017, when the FIFA Council voted unanimously to expand to 48 teams starting in the 2026 FIFA World Cup.",151
2018 FIFA World Cup qualification,Summary of qualification,"While all FIFA members entered the tournament, not all competed. Zimbabwe were expelled from the competition on 12 March 2015 for their failure to pay former coach José Claudinei a severance fee and Indonesia were excluded from the qualifying competition following the suspension of their football association by FIFA on 30 May 2015. Kuwait had a number of their qualifiers cancelled for a similar suspension that began while their campaign was underway, which eventually resulted in their elimination. Brazil were the first team to achieve qualification for the tournament following their 3–0 victory over Paraguay and Uruguay's loss to Peru on 28 March 2017. Peru became the 32nd and final team to qualify when, 233 days after Brazil secured their place, they beat New Zealand 2–0 on aggregate in the OFC-CONMEBOL play-off.
Note: One team each from AFC, CONCACAF, CONMEBOL, and OFC played in the inter-confederation play-offs, between 10–15 November 2017 (CONCACAF v AFC and OFC v CONMEBOL).
Note: UEFA total includes +1 for Russia as hosts.",191
2018 FIFA World Cup qualification,Format,"The formats of the qualifying competitions depended on each confederation (see below). Each round might be played in either of the following formats:
League format, where more than two teams formed groups to play home-and-away round-robin matches, or in exceptions permitted by the FIFA Organizing Committee, single round-robin matches hosted by one of the participating teams or on neutral territory.
Knockout format, where two teams played home-and-away two-legged matches.",82
2018 FIFA World Cup qualification,Tiebreakers,"In league format, the ranking of teams in each group is based on the following criteria (regulations Articles 20.6 and 20.7):
Points (3 points for a win, 1 point for a draw, 0 points for a loss)
Overall goal difference
Overall goals scored
Points in matches between tied teams
Goal difference in matches between tied teams
Goals scored in matches between tied teams
Away goals scored in matches between tied teams (if the tie is only between two teams in home-and-away league format)
Fair play points
first yellow card: minus 1 point
indirect red card (second yellow card): minus 3 points
direct red card: minus 4 points
yellow card and direct red card: minus 5 points
Drawing of lots by the FIFA Organising CommitteeIn cases where teams finishing in the same position across different groups are compared for determining which teams advance to the next stage, the criteria are decided by the confederation and require the approval of FIFA (regulations Article 20.8).In knockout format, the team that has the higher aggregate score over the two legs progresses to the next round. In the event that aggregate scores finish level, the away goals rule is applied, i.e. the team that scored more goals away from home over the two legs progresses. If away goals are also equal, then thirty minutes of extra time are played, divided into two fifteen-minutes halves. The away goals rule is again applied after extra time, i.e. if there are goals scored during extra time and the aggregate score is still level, the visiting team qualifies by virtue of more away goals scored. If no goals are scored during extra time, the tie is decided by penalty shoot-out (regulations Article 20.9).",324
2018 FIFA World Cup qualification,AFC,"The AFC Executive Committee meeting on 16 April 2014 approved the proposal to merge the preliminary qualification rounds of the FIFA World Cup and the AFC Asian Cup, which was expanded to 24 teams starting in 2019:
First round: 12 teams (ranked 35–46) played home-and-away over two legs. The six winners advanced to the second round.
Second round: 40 teams (teams ranked 1–34 and six first round winners) were divided into eight groups of five teams to play home-and-away round-robin matches. The eight group winners and the four best group runners-up advanced to the third round of FIFA World Cup qualification as well as qualified for the 2019 AFC Asian Cup finals.
Third round: 12 teams (an increase from 10 for 2014) which had advanced from the second round were divided into two groups of six teams to play home-and-away round-robin matches. The top two teams of each group qualified for the 2018 FIFA World Cup, and the two third-placed teams advanced to the fourth round.
Fourth round: Two third-placed teams of each third round group played home-and-away over two legs. The winners advanced to the inter-confederation play-offs.",212
2018 FIFA World Cup qualification,CAF,"The CAF Executive Committee approved the format for the qualifiers of the 2018 FIFA World Cup on 14 January 2015. However, on 9 July 2015 FIFA officially announced that only three rounds would be played instead of four.
First round: 26 teams (ranked 28–53) played home-and-away over two legs. The 13 winners advanced to the second round.
Second round: 40 teams (teams ranked 1–27 and 13 first round winners) played home-and-away over two legs. The 20 winners advanced to the third round.
Third round: 20 teams which had advanced from the second round were divided into five groups of four teams to play home-and-away round-robin matches. The winners of each group qualified for the 2018 FIFA World Cup.Zimbabwe, even though they entered the competition, were expelled on 12 March 2015 for their failure to pay former coach José Claudinei a severance fee. Therefore, only 53 African teams were involved in the draw.",175
2018 FIFA World Cup qualification,CONCACAF,"An amendment to the qualification process for this tournament had been suggested, which would see the first three rounds played as knockout rounds, with both the fourth round and the final round (referred to as 'The Hex') played as group stages. The first round would be played during the FIFA international dates of 23–31 March 2015. CONCACAF announced the full details on 12 January 2015:
First round: 14 teams (teams ranked 22–35) played home-and-away over two legs. The seven winners advanced to the second round.
Second round: 20 teams (teams ranked 9–21 and seven first round winners) played home-and-away over two legs. The ten winners advanced to the third round.
Third round: 12 teams (teams ranked 7–8 and ten second round winners) played home-and-away over two legs. The six winners advanced to the fourth round.
Fourth round: 12 teams (teams ranked 1–6 and six third round winners) were divided into three groups of four teams to play home-and-away round-robin matches. The top two teams of each group advanced to the fifth round.
Fifth round: Six teams which had advanced from the fourth round played home-and-away round-robin matches in one single group. The top three teams qualified for the 2018 FIFA World Cup, and the fourth-placed team advanced to the inter-confederation play-offs.",246
2018 FIFA World Cup qualification,Final positions (fifth round),"The draw for the fifth round (to decide the fixtures) was held on 8 July 2016 at the CONCACAF headquarters in Miami Beach, United States.2018 FIFA World Cup qualification – CONCACAF Fifth round",42
2018 FIFA World Cup qualification,CONMEBOL,"The qualification structure was the same as the previous five editions. The ten teams played in a league of home-and-away round-robin matches. The top four teams qualified for the 2018 FIFA World Cup, and the fifth-placed team advanced to the inter-confederation play-offs.
Unlike previous qualifying tournaments where the fixtures were pre-determined, the fixtures were decided by a draw held on 25 July 2015, at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.",84
2018 FIFA World Cup qualification,OFC,"The qualification structure was as follows:
First round: Four teams (American Samoa, Cook Islands, Samoa, and Tonga) played a round-robin tournament at a single country. The winners advanced to the second round.
Second round (2016 OFC Nations Cup): Eight teams (Fiji, New Caledonia, New Zealand, Papua New Guinea, Solomon Islands, Tahiti, Vanuatu, and the first round winner) played the tournament at a single country. For the group stage, they were divided into two groups of four teams. The top three teams of each group advanced to the third round.
Third round: Six teams which had advanced from the second round were divided into two groups of three teams to play home-and-away round-robin matches. The two group winners met in a two-legged match with the winners advancing to the inter-confederation play-offs.The OFC had considered different proposals of the qualifying tournament. A previous proposal adopted by the OFC in October 2014 would have the eight teams divided into two groups of four teams to play home-and-away round-robin matches in the second round, followed by the top two teams of each group advancing to the third round to play in a single group of home-and-away round-robin matches to decide the winners of the 2016 OFC Nations Cup which would qualify to the 2017 FIFA Confederations Cup and advance to the inter-confederation play-offs. However, it was later reported in April 2015 that the OFC had reversed its decision, and the 2016 OFC Nations Cup was played as a one-off tournament similar to the 2012 OFC Nations Cup.",289
2018 FIFA World Cup qualification,Final positions (third round),"The draw for the third round was held on 8 July 2016 at the OFC headquarters in Auckland, New Zealand.
Final
The draw for the final (which decided the order of legs) was held on 15 June 2017 at the OFC headquarters in Auckland, New Zealand. The winners of the final advanced to inter-confederation play-offs.",68
2018 FIFA World Cup qualification,UEFA,"Russia qualified automatically as hosts. The qualifying format for the remaining FIFA-affiliated UEFA teams was confirmed by the UEFA Executive Committee meeting on 22–23 March 2015 in Vienna.
First round (group stage): 52 UEFA teams affiliated with FIFA at the time of the draw were divided into nine groups (seven groups of six teams and two groups of five teams) to play home-and-away round-robin matches. The winners of each group qualified for the 2018 FIFA World Cup, and the eight best runners-up advanced to the second round (play-offs). With the admission of Gibraltar and Kosovo as FIFA members in May 2016, both national teams were eligible to make their debuts in World Cup qualifying. With initially two groups in the first round having only five teams, Kosovo was assigned to Group I as it was decided that Bosnia and Herzegovina and Serbia should not play against Kosovo for security reasons, and Gibraltar was then added to Group H, so that each of the nine groups then had six teams.
Second round (play-offs): Eight best runners-up from the first round played one other team over two legs, home and away. The four winners qualified for the 2018 FIFA World Cup. In deciding the eight best runners-up, the matches against the sixth-placed team in each group were discarded.",245
2018 FIFA World Cup qualification,Second round,"The draw for the second round (play-offs) was held on 17 October 2017 at the FIFA headquarters in Zürich, Switzerland. The winners of each tie qualified for the World Cup.
2018 FIFA World Cup qualification – UEFA Second round",47
2018 FIFA World Cup qualification,Inter-confederation play-offs,"There were two inter-confederation playoffs to determine the final two qualification spots for the finals. The first legs were played on 10 and 11 November 2017, and the second legs were played on 15 November 2017.The matchups were decided at the preliminary draw which was held on 25 July 2015, at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.",68
2018 FIFA World Cup qualification,Top goalscorers,"There were 2454 goals scored in 869 matches, for an average of 2.82 goals per match.
16 goals

15 goals

11 goals

10 goals

9 goals

8 goals

For each confederation and inter-confederation play-offs, see sections in each article:

AFC
CAF
CONCACAF
CONMEBOL
OFC
UEFA
Inter-confederation play-offs",54
List of FIFA World Cup own goals,Summary,"Of the 2720 goals scored in matches at the 22 final tournaments of the FIFA World Cup, only 54 have been own goals.Following the 1994 murder of Colombian Andrés Escobar by a fan who was angry that Escobar's own goal had led to their country's exit from the group stage, own goals at the World Cup have been subject to intense scrutiny, to stave off accusations of collusion. The 2018 World Cup, dubbed by The Washington Post as ""among the cruelest in history"" based on own goals mid-way through the group stages, ended up setting a record for the number of own goals scored throughout the final tournament. A total of 12 own goals were scored in Russia, which was double the number of own goals scored during the 1998 World Cup in France.In 1997, FIFA published guidelines for classifying an own goal as ""when a player plays the ball directly into his own net or when he redirects an opponent’s shot, cross or pass into his own goal"", and excludes ""shots that are on target (i.e. goal-bound) and touch a defender or rebound from the goal frame and bounce off a defender or goalkeeper"". This is a list of all own goals scored during FIFA World Cup matches (not including qualification games).
No player holds the dubious distinction of having scored multiple own goals. Mexico's players have scored own goals on four occasions each, while France has benefited on six occasions from opponents scoring own goals. Of the 53 matches with an own goal, nine have ended as wins for the team scoring the own goal, and eight have ended as draws. All but 13 own goals have been scored in the first stages of the tournament.",328
List of FIFA World Cup own goals,Statistics and notable own goals,"TimeFirst ever own goalManuel Rosas, Mexico vs Chile, 1930Fastest own goalSead Kolašinac, 3', Bosnia and Herzegovina vs Argentina, 2014Latest regulation-time own goalAziz Bouhaddouz, 90+5', Morocco vs Iran, 2018Only own goal during extra timeJimmy Dickinson, 94', England vs Belgium, 1954Only own goal to open scoring in a tournamentMarcelo, Brazil vs Croatia, 2014Only own goal in a final matchMario Mandžukić, Croatia vs France, 2018Only match with two own goalsUnited States vs Portugal, 2002. Jorge Costa of Portugal scored for the United States, and Jeff Agoos of the United States scored for Portugal.TournamentMost own goals, tournament12 (2018)Tournaments with no own goals1934, 1950, 1958, 1962, 1990Most own goals by a team in one tournament2,  Bulgaria (1966) and  Russia (2018)Most own goals in favour of a team in one tournament2,  France (2014, 2018)TeamsMost own goals by a team, overall4,  MexicoMost own goals in favour of a team, overall6,  FranceMost matches, never scoring an own goal73,  FranceMost matches, never benefiting from an own goal60,  MexicoMost matches, never scoring or benefiting from an own goal26,  CameroonOnly team to have scored multiple own goals for the same opponent SFR Yugoslavia /  FR Yugoslavia scored two own goals for  West Germany /  Germany (1954, 1998)Only pair of teams to have scored own goals for each other Portugal and  United States, in the same match in 2002PlayersYoungest player with an own goalEdson Álvarez, age 20, Mexico vs Sweden, 2018Oldest player with an own goalSergei Ignashevich, age 38, Russia vs Spain, 2018Players who have scored own goals and regular goals
Manuel Rosas of Mexico scored twice against Argentina in 1930
Ruud Krol of the Netherlands scored against Argentina in 1974
Ernie Brandts of the Netherlands scored against Austria and Italy in 1978
Siniša Mihajlović of Yugoslavia scored against Iran in 1998
Park Chu-young of South Korea scored against Nigeria in 2010
Carles Puyol of Spain scored against Germany in 2010
Fernandinho of Brazil scored against Cameroon in 2014
Denis Cheryshev of Russia scored twice against Saudi Arabia and once against Egypt and Croatia in 2018
Mario Mandžukić of Croatia scored twice against Cameroon in 2014, and once against Denmark, England and France in 2018
Enzo Fernández of Argentina scored against Mexico in 2022
Players to score for both teams in a matchErnie Brandts, Netherlands vs Italy, 1978
Mario Mandžukić, Croatia vs France, 2018VariousThe own goal that Honduran goalkeeper Noel Valladares scored for France in 2014 was the first World Cup goal (of any kind) to be awarded with goal-line technology.
 Trinidad and Tobago has scored more own goals (one) than regular goals (zero).
 Panama and  Canada have benefited from as many own goals (one) as regular goals (one).
It is believed that the murder of Colombian footballer Andrés Escobar in the immediate aftermath of the 1994 World Cup was a retaliation for his having scored an own goal which contributed to his team's elimination from the tournament.",564
2018 FIFA World Cup seeding,Summary,"The draw for the 2018 FIFA World Cup took place on 1 December 2017 at the State Kremlin Palace in Moscow, Russia. It determined the group in which each of the 32 qualified national teams would play in at the start of the tournament. The teams were divided into four pots of eight, with one team selected from each pot to form a group.
Unlike previous editions of the World Cup, all pots were determined by each national team's October 2017 FIFA World Ranking, with Pot 1 containing the highest-ranked teams, Pot 2 containing the next highest-ranked teams, and so on until Pot 4, containing the lowest ranked teams; in previous editions only one pot containing the highest-ranked teams was determined by rank, with the other three pots determined by continental confederation. The hosts continued to be placed in Pot 1 and treated as a seeded team, and therefore Pot 1 consisted of hosts Russia and the seven highest-ranked teams that qualified for the tournament.
The draw sequence started with pot 1 and ended with pot 4.As with previous editions, no group had more than one team from any continental confederation except for UEFA, which had at least one, but no more than two in a group.",231
2014 FIFA World Cup officials,Summary,"In March 2013, FIFA published a list of 52 prospective referees, each paired, on the basis of nationality, with two assistant referees, from all six football confederations for the 2014 FIFA World Cup tournament. On 14 January 2014, the FIFA Referees Committee appointed 25 referee trios and eight support duos representing 43 different countries for the tournament.",69
Ecuador at the FIFA World Cup,Summary,"The Ecuador national football team has appeared at four FIFA World Cups, the world's premier football tournament for national football teams. Ecuador's first participation in the World Cup was in 2002. Their best performance was in 2006, where they were eliminated in the round of 16.",57
Ecuador at the FIFA World Cup,Qualification history,"From 1930 to 1938, Ecuador refrained from FIFA World Cup qualification tournaments. Its first entry was the 1950 qualifiers tournament, but withdrew from qualification. Ecuador did not enter the 1954 and 1958 tournaments. From 1962 to 1998, Ecuador failed to qualify for the world's premier football tournament. They earned their first qualification in 2002 after finishing 2nd in South America. The qualification for the second tournament in 2006 was achieved after finishing 3rd in South America. Ecuador finished 6th in South America but did not qualify for a third consecutive World Cup qualification tournament. Ecuador returned at the 2014 qualifier edition before they were eliminated from 2018 edition.",123
Ecuador at the FIFA World Cup,World Cup record,"Although Ecuador has advanced past the group stage only once, nonetheless they have managed to win at least one match in each tournament they participated in. In three of the four World Cups Ecuador has played, they were coached by Colombian managers.",50
Ecuador at the FIFA World Cup,2002 FIFA World Cup,"Ecuador qualified for their first FIFA World Cup by finishing second in the CONMEBOL qualification tournament, finishing ahead of Brazil. Ecuador were drawn into Group G, alongside Mexico, Italy, and Croatia.
Ecuador made a losing World Cup debut against worldpowers Italy, falling 2–0 by courtesy of a Christian Vieri double. Their next match against Mexico went better, but ended in their 2–1 defeat. Agustín Delgado scored for Ecuador's first ever World Cup goal and put them ahead, but goals from Jared Borgetti and Gerardo Torrado canceled the early strike and effectively eliminated them from the tournament. A second-half goal from Édison Méndez did seal a 1–0 consolation win in the final match against Croatia. Although they finished the tournament last in their group, they managed to eliminate Croatia, previous third-place in 1998 World Cup, from the competition.",160
Ecuador at the FIFA World Cup,2006 FIFA World Cup,"Ecuador qualified for their second FIFA World Cup by finishing third in the CONMEBOL qualification tournament. They were drawn into Group A, alongside hosts Germany, Poland, and Costa Rica.Ecuador campaign got off with a shock 2–0 win against Poland in their first game in Gelsenkirchen, with goals from Carlos Tenorio and Agustín Delgado. They then beat Costa Rica 3–0 in Hamburg with goals coming from Carlos Tenorio, Agustín Delgado, and Iván Kaviedes. The win advanced them to the next round. Their qualification complete, they rested key players against the hosts Germany and were beaten 3–0. Ecuador finished second in Group A behind Germany and faced England in the Round of 16. A second-half free-kick from David Beckham was the only goal of the game, which eliminated Ecuador from the World Cup.",151
Ecuador at the FIFA World Cup,2014 FIFA World Cup,"Ecuador qualified for their third FIFA World Cup by finishing fourth in the CONMEBOL qualification tournament. Ecuador was drawn into Group E, alongside France, Honduras and Switzerland.
Ecuador played its first match in Brasília, capital of Brazil. Enner Valencia scored the first goal of the match for Ecuador against Switzerland, but the squad happened to allow the European team to win 2–1. In the second match, played in the city of Curitiba, Honduras scored the first goal, but Enner Valencia scored twice, giving Ecuador its first victory at the 2014 World Cup. The last match of the group was played in Rio de Janeiro against France, but nobody scored any goal. These results were not enough to make the country qualify to the next phase of the tournament.",149
List of FIFA World Cup final stadiums,Summary,"There have been 21 editions of the FIFA World Cup which is an international association football tournament established in 1930. It is contested by the men's national teams which are members of FIFA, the sport's global governing body. The tournament has taken place every four years since its inauguration, apart from 1942 and 1946 due to World War II. The last tournament was hosted in Russia, which was won by France in 2018.
The World Cup final match is the last of the competition, and the result determines which country is declared world champions. If after 90 minutes of regular play the score is a draw, an additional 30-minute period of play, called extra time, is added. If such a game is still tied after extra time, it is then decided by a penalty shoot-out. The team winning the penalty shoot-out are then declared champions. The tournament has been decided by a one-off match on every occasion except 1950, when the tournament winner was decided by a final round-robin group contested by four teams (Uruguay, Brazil, Sweden, and Spain). Uruguay's 2–1 victory over Brazil was the decisive match (and one of the last two matches of the tournament) that put them ahead on points and ensured that they finished top of the group as world champions. Therefore, this match is regarded by FIFA as the de facto final of the 1950 World Cup.Each final is hosted at usually the host nation's largest stadium, as the final attracts the largest crowds and the most attention. Two stadiums have hosted multiple finals, these being the Estadio Azteca in Mexico City, Mexico and the Maracanã Stadium in Rio de Janeiro, Brazil. Alongside those two cities, Rome, Italy has also hosted multiple finals. These were held at the Stadio Nazionale PNF and the Stadio Olimpico. Île-de-France has also hosted two finals, them being at the Stade Olympique de Colombes in Paris and the Stade de France in Saint-Denis.",371
Egypt–Greece–Saudi Arabia 2030 FIFA World Cup bid,Summary,"The Egypt–Greece–Saudi Arabia 2030 FIFA World Cup bid is a joint bid to host the 2030 FIFA World Cup by Egypt, Greece, and Saudi Arabia. Saudi Arabia is expected to lead the effort. If successful, it would be the first FIFA World Cup hosted in countries that are part of three different football federations (AFC, CAF and UEFA) on three continents: Asia, Africa and Europe.",80
Egypt–Greece–Saudi Arabia 2030 FIFA World Cup bid,Background,"In recent years, the three nations have developed strong political, economic, and military ties. The bid could be the culmination of the alliance between the three nations, and is expected to be officially announced a few weeks before the start of  the 2022 FIFA World Cup in Qatar. The three countries share extensive maritime borders: Egypt with Greece and Egypt with Saudi Arabia.",74
Egypt–Greece–Saudi Arabia 2030 FIFA World Cup bid,Potential venues,"For the 2026 FIFA World Cup, it has been confirmed that stadiums must have a capacity of at least 40,000 for group round, second round, and quarter final matches, 60,000 for the semi-finals, and at least 80,000 for the Opening Match and Final. The rules for 2030 have not been announced.",61
Egypt–Greece–Saudi Arabia 2030 FIFA World Cup bid,Other potential venues,"Damanhour Stadium (Damanhour) - 60 000
 30 June Stadium (Cairo) - 30 000
 Al Salam Stadium (Cairo) - 30 000
 Ismailia Stadium (Ismailia) - 30 000
 Suez Stadium (Suez) - 27 000
 Alexandria Stadium (Alexandria) - 20 000
 Karaiskakis Stadium (Piraeus) - 32 115
 Kaftanzoglio Stadium (Thessaloniki) - 27 770
 Pankritio Stadium (Herakleion) - 26 240
 Pampeloponnisiako Stadium (Patras) - 23 588
 Kleanthis Vikelidis Stadium (Thessaloniki) - 22 800
 Panthessaliko Stadium (Volos) - 22 700",103
History of the FIFA World Cup,Summary,"The FIFA World Cup was first held in 1930, when FIFA, the world's football governing body, decided to stage an international men's football tournament under the era of FIFA president Jules Rimet who put this idea into place. The inaugural edition, held in 1930, was contested as a final tournament of only thirteen teams invited by the organization. Since then, the World Cup has experienced successive expansions and format remodeling, with its current 32-team final tournament preceded by a two-year qualifying process, involving over 200 teams from around the world.",107
